"rn"	"deg.mb"	"bet.mb"	"clo.mb"	"eig.mb.vector"	"hubScore"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"47"	"BASV1340"	13	343.21073899458	0.000550357732526142	0.0451270478914871	0.0451270478914872	"Bacteria"	"Firmicutes"	"Bacilli"	"Thermoactinomycetales"	"Thermoactinomycetaceae"	"Thermoactinomyces"	"vulgaris"
"48"	"BASV136"	20	546.550155043062	0.000570450656018254	0.442656406060123	0.442656406060124	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Microvirga"	"vignae"
"49"	"BASV1362"	10	102.692528826989	0.000523286237571952	0.25789646511052	0.25789646511052	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"insulae"
"50"	"BASV1364"	19	1109.93443748192	0.00061652281134402	0.28163085706939	0.28163085706939	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Hymenobacteraceae"	"Adhaeribacter"	"terrae"
"51"	"BASV13648"	9	721.351541015275	0.000512295081967213	0.0168731611826003	0.0168731611826005	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Sanguibacteraceae"	"Sanguibacter"	"antarcticus"
"52"	"BASV13649"	8	261.257350384709	0.000458926112895824	0.00479634112188701	0.00479634112188716	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Gracilibacillus"	"halotolerans"
"53"	"BASV13672"	12	579.821957033007	0.000529941706412295	0.0240874375296058	0.0240874375296059	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Catellatospora"	"tagetis"
"54"	"BASV137"	15	299.884586826322	0.000541711809317443	0.326912298795155	0.326912298795156	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"japonicum"
"55"	"BASV1374"	13	465.480692107691	0.000565930956423316	0.278112718347908	0.278112718347909	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"alluvionis"
"56"	"BASV13797"	10	104.039201897975	0.000435729847494553	0.00482925212164696	0.00482925212164712	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	"resistens"
"57"	"BASV13836"	4	144.178245445571	0.000492853622474125	0.0482410279688493	0.0482410279688494	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"atraurantiacus"
"58"	"BASV13867"	15	508.672709999158	0.000515729757607014	0.0213254538013139	0.0213254538013142	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Hymenobacteraceae"	"Hymenobacter"	"qilianensis"
"59"	"BASV14142"	12	726.947356255319	0.000536193029490617	0.0235809012180522	0.0235809012180523	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Parasegetibacter"	"terrae"
"60"	"BASV14175"	12	272.120837039441	0.000453720508166969	0.00674282608027518	0.00674282608027543	"Bacteria"	"Other"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	"defluvii"
"61"	"BASV1435"	17	799.026446662067	0.000587544065804935	0.113748972776918	0.113748972776918	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Belnapia"	"rosea"
"62"	"BASV14389"	13	225.684699646959	0.000469483568075117	0.00930629228590596	0.00930629228590613	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"pectinilyticus"
"63"	"BASV14516"	16	335.820533966431	0.000488997555012225	0.016716541779116	0.0167165417791163	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	"hominis"
"64"	"BASV14530"	11	406.371372902434	0.000495294700346706	0.0135767489900618	0.0135767489900619	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"aerilata"
"65"	"BASV1457"	27	2455.97555538243	0.000627746390458255	0.679546664430836	0.679546664430837	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Chitinophaga"	"rupis"
"66"	"BASV14938"	4	112.208638118117	0.000499001996007984	0.0383616686417142	0.0383616686417143	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"maltophilia"
"67"	"BASV14947"	9	176.272244678526	0.000471475719000471	0.00792347391583536	0.00792347391583553	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"exalbidus"
"68"	"BASV1510"	20	1827.71701535065	0.000628930817610063	0.329139574795186	0.329139574795187	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"aquaticus"
"69"	"BASV15263"	6	124.08244246483	0.000475511174512601	0.0070930680141806	0.00709306801418064	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Solirubrobacter"	"taibaiensis"
"70"	"BASV1538"	14	816.053853513034	0.00056657223796034	0.0462451717042393	0.0462451717042393	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Psychrobacillus"	"psychrodurans"
"71"	"BASV1573"	10	1182.47868530665	0.000572737686139748	0.0555301471359332	0.0555301471359334	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"resistens"
"72"	"BASV15780"	17	892.967630426639	0.000570125427594071	0.363907235068556	0.363907235068557	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"vulgatus"
"73"	"BASV1592"	15	893.164901235687	0.000587544065804935	0.0750505103455333	0.0750505103455334	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"cynarae"
"74"	"BASV160"	15	161.603795954633	0.000521376433785193	0.382332843759128	0.382332843759128	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Tardiphaga"	"robiniae"
"75"	"BASV1610"	19	534.649527506978	0.000540248514316586	0.451605683611424	0.451605683611424	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Kineosporia"	"rhamnosa"
"76"	"BASV1612"	7	1043.34727742376	0.000527148128624143	0.0854993810108602	0.0854993810108604	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Reyranellales"	"Reyranellaceae"	"Reyranella"	"aquatilis"
"77"	"BASV16244"	15	422.238776356246	0.00051440329218107	0.0212749239638263	0.0212749239638266	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"phyllosphaerae"
"78"	"BASV16302"	11	271.074624888754	0.000481463649494463	0.0111494758575787	0.0111494758575788	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"yunnanensis"
"79"	"BASV1637"	12	354.840029693051	0.000537056928034372	0.0307071972226484	0.0307071972226485	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"thioparans"
"80"	"BASV16504"	10	516.940951407623	0.000524658971668416	0.217137758199215	0.217137758199215	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Sinomonas"	"atrocyanea"
"81"	"BASV1654"	8	380.070221486503	0.000569476082004556	0.0711954901409731	0.0711954901409731	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Asticcacaulis"	"benevestitus"
"82"	"BASV1657"	14	508.318704719271	0.000574382538770821	0.0724445723407945	0.0724445723407946	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Hyphomicrobium"	"facile"
"83"	"BASV166"	19	207.355599690632	0.000558971492453885	0.613426048510767	0.613426048510767	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"
"84"	"BASV17060"	13	215.068807353865	0.00043917435221783	0.00565844238211566	0.00565844238211587	"Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Tumebacillus"	"flagellatus"
"85"	"BASV17140"	4	12.0727944816265	0.000439367311072056	0.0183798357575128	0.0183798357575129	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"agri"
"86"	"BASV1722"	13	431.177996235594	0.000548847420417124	0.044992394032525	0.0449923940325252	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"alba"
"87"	"BASV1736"	19	1103.3736630612	0.000611995104039168	0.192659281320058	0.192659281320058	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"submarina"
"88"	"BASV1782"	13	594.051193681313	0.000571102227298686	0.0539822039250362	0.0539822039250363	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Algoriphagus"	"terrigena"
"89"	"BASV1784"	10	300.911200032497	0.000520562207183758	0.149086577337013	0.149086577337013	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Acidovorax"	"radicis"
"90"	"BASV1785"	3	5.94489331326675	0.000412541254125413	0.00741688845421058	0.00741688845421065	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Polaromonas"	"ginsengisoli"
"91"	"BASV1786"	14	1726.70221290118	0.000615006150061501	0.108123210004313	0.108123210004313	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	"oligotrophicus"
"92"	"BASV1790"	16	604.99901442999	0.000613873542050338	0.180764261804394	0.180764261804394	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Leifsonia"	"lichenia"
"93"	"BASV18"	18	540.119629097464	0.000553097345132743	0.447690899042085	0.447690899042085	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	"paradoxus"
"94"	"BASV18097"	18	2227.30161378931	0.000566251415628539	0.0455822413878841	0.0455822413878842	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"rigui"
"95"	"BASV1811"	10	580.395194053599	0.00053134962805526	0.0225161832337847	0.0225161832337848	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas"	"ginsengisoli"
"96"	"BASV182"	15	420.35986912483	0.000576701268742791	0.357931792674347	0.357931792674347	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	"panaciterrae"
"97"	"BASV1823"	15	1069.42436840412	0.000597371565113501	0.160435422110473	0.160435422110473	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Solirubrobacter"	"soli"
"98"	"BASV1839"	10	395.282110616766	0.000586166471277843	0.140342388928906	0.140342388928906	"Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Tumebacillus"	"ginsengisoli"
"99"	"BASV1850"	11	366.730094398822	0.00056980056980057	0.0807050193287483	0.0807050193287484	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"bambusae"
"100"	"BASV186"	21	805.859875216784	0.000589275191514437	0.530638178776989	0.530638178776989	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Agromyces"	"ramosus"
"101"	"BASV18644"	5	261.063041318547	0.000518403317781234	0.0234139679726425	0.0234139679726425	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Dyadobacter"	"psychrophilus"
"102"	"BASV18712"	14	750.383659303679	0.000516262261228704	0.0178485418913289	0.017848541891329	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	"ginsengisoli"
"103"	"BASV188"	14	1354.24653086195	0.000606796116504854	0.215064480147594	0.215064480147594	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"timonae"
"104"	"BASV1891"	14	434.593764247738	0.000507872016251904	0.0196280287991179	0.0196280287991182	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Cohnella"	"arctica"
"105"	"BASV18935"	5	260.791802876769	0.00050709939148073	0.0534322118023486	0.0534322118023488	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Hyphomicrobium"	"denitrificans"
"106"	"BASV19749"	12	157.704115788134	0.000462534690101758	0.0096464523536722	0.00964645235367233	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Segetibacter"	"koreensis"
"107"	"BASV19789"	9	324.130565880972	0.000527704485488127	0.0616367598455207	0.0616367598455208	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Longispora"	"fulva"
"108"	"BASV1994"	21	1418.53922669716	0.000619962802231866	0.402531404620437	0.402531404620437	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"turrisvirgatae"
"109"	"BASV200"	12	123.270231248249	0.000506329113924051	0.261092822432934	0.261092822432934	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Cellvibrio"	"fibrivorans"
"110"	"BASV2005"	14	373.36548270005	0.000583771161704612	0.135365771357626	0.135365771357627	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"humi"
"111"	"BASV201"	32	1472.58076245707	0.00063653723742839	1	1	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"pocheonensis"
"112"	"BASV2016"	14	771.072544714354	0.000589622641509434	0.098566300591248	0.0985663005912482	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Aureimonas"	"glaciei"
"113"	"BASV2064"	14	1016.0583007079	0.000608642726719416	0.134173531668407	0.134173531668407	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"	"ginsengiterrae"
"114"	"BASV20659"	10	146.888728849444	0.000448430493273543	0.00539939019654194	0.00539939019654214	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Nocardia"	"abscessus"
"115"	"BASV210"	11	107.747827680999	0.000526315789473684	0.19576623562652	0.19576623562652	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Porphyrobacter"	"tepidarius"
"116"	"BASV2116"	8	156.306800973952	0.000553097345132743	0.122791455349665	0.122791455349665	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Pseudoduganella"	"eburnea"
"117"	"BASV2170"	19	1148.62465677031	0.000557413600891862	0.0349215138981003	0.0349215138981005	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"gossypii"
"118"	"BASV2185"	14	452.410696626025	0.000579710144927536	0.182919342237009	0.182919342237009	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Hymenobacteraceae"	"Adhaeribacter"	"aerolatus"
"119"	"BASV2198"	12	573.406791147701	0.000578703703703704	0.148687679982785	0.148687679982785	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"caricicola"
