"Var1"	"Var2"	"rn.x"	"value"	"SampleID"	"Field"	"SampleType"	"Cultivar"	"Pathogen"	"deg.sub"	"bet.sub"	"clo.sub"	"eig.sub.vector"	"hubScore"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"rn.y"	"from"	"to"	"weight"	"color"	"arrow.size"
"17"	"BASV1245"	"q3cmr2"	"417"	0.000344293337924	"q3cmr2"	"Field1"	"Rhizo"	"Marquis"	"none"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"18"	"BASV1245"	"q3cmr3"	"443"	0.000462622226895	"q3cmr3"	"Field1"	"Rhizo"	"Marquis"	"none"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"19"	"BASV1245"	"q3cmt2"	"469"	0	"q3cmt2"	"Field1"	"Root"	"Marquis"	"none"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"20"	"BASV1245"	"q3cmt3"	"495"	0	"q3cmt3"	"Field1"	"Root"	"Marquis"	"none"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"21"	"BASV1245"	"q3rmr2"	"521"	0.000196109193599	"q3rmr2"	"Field1"	"Rhizo"	"Marquis"	"Mac"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"22"	"BASV1245"	"q3rmr3"	"547"	0.000607381471292	"q3rmr3"	"Field1"	"Rhizo"	"Marquis"	"Mac"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"23"	"BASV1245"	"q3rmt2"	"573"	0	"q3rmt2"	"Field1"	"Root"	"Marquis"	"Mac"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"24"	"BASV1245"	"q3rmt3"	"599"	0	"q3rmt3"	"Field1"	"Root"	"Marquis"	"Mac"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"25"	"BASV1245"	"q4rmr2"	"625"	0.000139698251776	"q4rmr2"	"Field1"	"Rhizo"	"Marquis"	"Mac"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"26"	"BASV1245"	"q4rmr3"	"651"	0.000147340503905	"q4rmr3"	"Field1"	"Rhizo"	"Marquis"	"Mac"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"27"	"BASV1245"	"q4rmt2"	"677"	0	"q4rmt2"	"Field1"	"Root"	"Marquis"	"Mac"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"28"	"BASV1245"	"q4rmt3"	"703"	0	"q4rmt3"	"Field1"	"Root"	"Marquis"	"Mac"	1	0	0.0204081632653061	0.148660805308394	0.148660805308395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"violaceus"	"20"	"BASV1245"	"FASV66"	1	"darkred"	5
"29"	"BASV166"	"q1cmr2"	"2"	0.00252860599225	"q1cmr2"	"Field1"	"Rhizo"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"30"	"BASV166"	"q1cmr3"	"28"	0.001645118835643	"q1cmr3"	"Field1"	"Rhizo"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"31"	"BASV166"	"q1cmt2"	"54"	0	"q1cmt2"	"Field1"	"Root"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"32"	"BASV166"	"q1cmt3"	"80"	0	"q1cmt3"	"Field1"	"Root"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"33"	"BASV166"	"q1rmr2"	"106"	0.000247161759133	"q1rmr2"	"Field1"	"Rhizo"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"34"	"BASV166"	"q1rmr3"	"132"	0.0002416918429	"q1rmr3"	"Field1"	"Rhizo"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"35"	"BASV166"	"q1rmt2"	"158"	0	"q1rmt2"	"Field1"	"Root"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"36"	"BASV166"	"q1rmt3"	"184"	0	"q1rmt3"	"Field1"	"Root"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"37"	"BASV166"	"q2cmr2"	"210"	0.001474525629584	"q2cmr2"	"Field1"	"Rhizo"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"38"	"BASV166"	"q2cmr3"	"236"	0.001196018965444	"q2cmr3"	"Field1"	"Rhizo"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"39"	"BASV166"	"q2cmt2"	"262"	0	"q2cmt2"	"Field1"	"Root"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"40"	"BASV166"	"q2cmt3"	"288"	0	"q2cmt3"	"Field1"	"Root"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"41"	"BASV166"	"q2rmr2"	"314"	0	"q2rmr2"	"Field1"	"Rhizo"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"42"	"BASV166"	"q2rmr3"	"340"	0.000242827904395	"q2rmr3"	"Field1"	"Rhizo"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"43"	"BASV166"	"q2rmt2"	"366"	0	"q2rmt2"	"Field1"	"Root"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"44"	"BASV166"	"q2rmt3"	"392"	0	"q2rmt3"	"Field1"	"Root"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"45"	"BASV166"	"q3cmr2"	"418"	0.004497331726631	"q3cmr2"	"Field1"	"Rhizo"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"46"	"BASV166"	"q3cmr3"	"444"	0.00273367679529	"q3cmr3"	"Field1"	"Rhizo"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"47"	"BASV166"	"q3cmt2"	"470"	0	"q3cmt2"	"Field1"	"Root"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"48"	"BASV166"	"q3cmt3"	"496"	0	"q3cmt3"	"Field1"	"Root"	"Marquis"	"none"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"49"	"BASV166"	"q3rmr2"	"522"	0.000392218387198	"q3rmr2"	"Field1"	"Rhizo"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"50"	"BASV166"	"q3rmr3"	"548"	0.001536317839151	"q3rmr3"	"Field1"	"Rhizo"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"51"	"BASV166"	"q3rmt2"	"574"	0	"q3rmt2"	"Field1"	"Root"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"52"	"BASV166"	"q3rmt3"	"600"	0	"q3rmt3"	"Field1"	"Root"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"53"	"BASV166"	"q4rmr2"	"626"	0.000598706793326	"q4rmr2"	"Field1"	"Rhizo"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"54"	"BASV166"	"q4rmr3"	"652"	0.003325685659559	"q4rmr3"	"Field1"	"Rhizo"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"55"	"BASV166"	"q4rmt2"	"678"	0	"q4rmt2"	"Field1"	"Root"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"56"	"BASV166"	"q4rmt3"	"704"	0	"q4rmt3"	"Field1"	"Root"	"Marquis"	"Mac"	5	2.5	0.0222222222222222	0.319775794115157	0.319775794115157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"rubidus"	"13"	"BASV166"	"FASV66"	1	"darkred"	5
"57"	"BASV267"	"q1cmr2"	"3"	0.000945953320842	"q1cmr2"	"Field1"	"Rhizo"	"Marquis"	"none"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"58"	"BASV267"	"q1cmr3"	"29"	0.000658047534257	"q1cmr3"	"Field1"	"Rhizo"	"Marquis"	"none"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"59"	"BASV267"	"q1cmt2"	"55"	0.002305209774089	"q1cmt2"	"Field1"	"Root"	"Marquis"	"none"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"60"	"BASV267"	"q1cmt3"	"81"	0.004045307443366	"q1cmt3"	"Field1"	"Root"	"Marquis"	"none"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"61"	"BASV267"	"q1rmr2"	"107"	0.000725007826789	"q1rmr2"	"Field1"	"Rhizo"	"Marquis"	"Mac"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"62"	"BASV267"	"q1rmr3"	"133"	0.000531722054381	"q1rmr3"	"Field1"	"Rhizo"	"Marquis"	"Mac"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"63"	"BASV267"	"q1rmt2"	"159"	0.003953545836422	"q1rmt2"	"Field1"	"Root"	"Marquis"	"Mac"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"64"	"BASV267"	"q1rmt3"	"185"	0	"q1rmt3"	"Field1"	"Root"	"Marquis"	"Mac"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"65"	"BASV267"	"q2cmr2"	"211"	0.000523844631563	"q2cmr2"	"Field1"	"Rhizo"	"Marquis"	"none"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"66"	"BASV267"	"q2cmr3"	"237"	0.000384434667464	"q2cmr3"	"Field1"	"Rhizo"	"Marquis"	"none"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"67"	"BASV267"	"q2cmt2"	"263"	0.002341920374707	"q2cmt2"	"Field1"	"Root"	"Marquis"	"none"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"68"	"BASV267"	"q2cmt3"	"289"	0.000455373406193	"q2cmt3"	"Field1"	"Root"	"Marquis"	"none"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"69"	"BASV267"	"q2rmr2"	"315"	0.001794778825236	"q2rmr2"	"Field1"	"Rhizo"	"Marquis"	"Mac"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"70"	"BASV267"	"q2rmr3"	"341"	0.000468310958476	"q2rmr3"	"Field1"	"Rhizo"	"Marquis"	"Mac"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"71"	"BASV267"	"q2rmt2"	"367"	0	"q2rmt2"	"Field1"	"Root"	"Marquis"	"Mac"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
"72"	"BASV267"	"q2rmt3"	"393"	0	"q2rmt3"	"Field1"	"Root"	"Marquis"	"Mac"	3	0	0.0212765957446809	0.22031867596416	0.22031867596416	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"	"14"	"BASV267"	"FASV66"	1	"darkred"	5
